sim_type,pulse_shape,bin_width_ms,peak_amplitude,peak_amp_relative,overall_amplitude,position,angle,trigger,background_level,sim_det,base_det,analysis_det,num_analysis_det,total_sim,successful_runs,failed_runs,median_mvt_ms,mvt_err_lower,mvt_err_upper,all_median_mvt_ms,all_mvt_err_lower,all_mvt_err_upper,mean_src_counts,mean_bkgd_counts,mean_src_counts_total,mean_src_counts_template,mean_src_counts_feature,mean_bkgd_counts_feature_local,mean_back_avg_cps,MVT_snr,MVT_snr_position,S_flu,S_flu_total,S_flu_template,S_flu_feature_avg,S_flu_feature_local,S16,S32,S64,S128,S16_total,S32_total,S64_total,S128_total,S16_template,S32_template,S64_template,S128_template,S16_feature,S32_feature,S64_feature,S128_feature,sigma,center_time,width,peak_time_ratio,start_time,rise_time,decay_time
function,gaussian,10.0,10,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,241,59,77.023,19.2954,1.0074,76.961,21.0108,1.5553,2506.34,599.15,-999,-999,-999,-999,999.39,94.19,-999,102.36,-999,-999,-999,-999,12.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.1,-999,-999,-999,-999,-999,-999
function,gaussian,0.3,10,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,213,87,76.692,13.0568,1.6148,76.51,30.765,11.9852,2506.44,598.93,-999,-999,-999,-999,999.0,93.9,-999,102.39,-999,-999,-999,-999,12.51,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.1,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,10,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,218,82,74.95,12.2641,14.1447,74.775,24.5772,14.5908,2507.81,599.02,-999,-999,-999,-999,999.18,92.57,-999,102.43,-999,-999,-999,-999,12.49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.1,-999,-999,-999,-999,-999,-999
function,gaussian,3.0,10,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,211,89,85.474,11.042,1.0862,85.3575,26.3312,7.2329,2507.09,599.16,-999,-999,-999,-999,999.4,96.96,-999,102.39,-999,-999,-999,-999,12.49,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.1,-999,-999,-999,-999,-999,-999
function,gaussian,3.0,10,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,187,113,224.041,3.392,1.3692,222.2355,143.9144,2.8545,7514.94,1797.39,-999,-999,-999,-999,998.82,161.18,-999,177.24,-999,-999,-999,-999,12.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.3,-999,-999,-999,-999,-999,-999
function,gaussian,10.0,30,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,232,68,59.4355,0.9476,0.6306,59.377,2.5992,0.99,7517.92,598.85,-999,-999,-999,-999,998.86,229.78,-999,307.11,-999,-999,-999,-999,21.92,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.1,-999,-999,-999,-999,-999,-999
function,gaussian,10.0,10,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,195,105,252.947,18.3946,2.7799,252.313,123.6552,30.104,7520.34,1798.61,-999,-999,-999,-999,999.51,169.24,-999,177.3,-999,-999,-999,-999,12.82,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.3,-999,-999,-999,-999,-999,-999
function,gaussian,3.0,10,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,200,100,766.652,3.2658,2.0925,764.505,600.31,3.6073,25062.59,5998.62,-999,-999,-999,-999,999.85,297.02,-999,323.58,-999,-999,-999,-999,13.11,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0,-999,-999,-999,-999,-999,-999
function,gaussian,3.0,30,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,248,52,76.9065,1.1372,9.0108,76.8235,1.3609,9.1445,7518.67,598.83,-999,-999,-999,-999,998.82,265.81,-999,307.15,-999,-999,-999,-999,21.91,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.1,-999,-999,-999,-999,-999,-999
function,gaussian,1.0,30,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,246,54,74.686,10.725,0.5106,74.617,11.8853,0.5843,7520.68,598.89,-999,-999,-999,-999,998.92,262.15,-999,307.22,-999,-999,-999,-999,21.93,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.1,-999,-999,-999,-999,-999,-999
