sim_type,pulse_shape,bin_width_ms,peak_amplitude,peak_amp_relative,overall_amplitude,position,angle,trigger,background_level,sim_det,base_det,analysis_det,num_analysis_det,total_sim,successful_runs,failed_runs,median_mvt_ms,mvt_err_lower,mvt_err_upper,all_median_mvt_ms,all_mvt_err_lower,all_mvt_err_upper,mean_src_counts,mean_bkgd_counts,mean_src_counts_total,mean_src_counts_template,mean_src_counts_feature,mean_bkgd_counts_feature_local,mean_back_avg_cps,MVT_snr,MVT_snr_position,S_flu,S_flu_total,S_flu_template,S_flu_feature_avg,S_flu_feature_local,S16,S32,S64,S128,S16_total,S32_total,S64_total,S128_total,S16_template,S32_template,S64_template,S128_template,S16_feature,S32_feature,S64_feature,S128_feature,sigma,center_time,width,peak_time_ratio,start_time,rise_time,decay_time
function,triangular,3.0,300,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,272,28,114.595,21.4028,14.3024,114.361,22.0354,14.452,150006.69,999.64,-999,-999,-999,-999,1000.08,2960.81,-999,4743.71,-999,-999,-999,-999,68.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0.5,-999,-999,-999
function,triangular,10.0,300,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,254,46,32.4655,9.2739,2.4875,32.455,11.0191,3.0109,149980.78,999.19,-999,-999,-999,-999,999.62,1684.93,-999,4743.98,-999,-999,-999,-999,68.86,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0.5,-999,-999,-999
function,triangular,1.0,100,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,197,103,1152.471,117.7393,239.5574,1037.2505,931.2021,125.1033,499886.88,10000.16,-999,-999,-999,-999,1000.06,3060.8,-999,4998.76,-999,-999,-999,-999,40.45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10,0.5,-999,-999,-999
function,triangular,0.3,300,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,256,44,110.2225,20.3787,13.2359,109.821,21.7472,13.5673,149996.27,999.44,-999,-999,-999,-999,999.89,2929.56,-999,4743.84,-999,-999,-999,-999,68.91,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0.5,-999,-999,-999
function,triangular,1.0,300,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,284,16,88.8005,1.5702,59.2465,88.7345,1.804,59.2857,149993.32,999.49,-999,-999,-999,-999,999.93,2671.2,-999,4743.66,-999,-999,-999,-999,68.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0.5,-999,-999,-999
function,triangular,10.0,300,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,141,159,317.243,4.8918,38.9336,195.3125,98.3375,159.478,449981.91,2998.25,-999,-999,-999,-999,999.55,5059.5,-999,8217.51,-999,-999,-999,-999,69.29,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,0.5,-999,-999,-999
function,triangular,0.3,3,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,194,106,1401.5965,392.9622,307.8163,1263.265,811.3934,436.0598,14998.82,9995.85,-999,-999,-999,-999,999.63,141.63,-999,150.02,-999,-999,-999,-999,7.22,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10,0.5,-999,-999,-999
function,triangular,3.0,300,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,231,69,265.94,2.3272,177.1486,264.941,151.4184,177.7184,449973.17,2999.63,-999,-999,-999,-999,1000.01,4589.85,-999,8215.48,-999,-999,-999,-999,69.32,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,0.5,-999,-999,-999
function,triangular,1.0,300,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,214,86,305.4785,2.3415,3.3403,304.287,248.849,3.8154,449955.11,2999.18,-999,-999,-999,-999,999.86,4992.06,-999,8215.76,-999,-999,-999,-999,69.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,0.5,-999,-999,-999
function,triangular,0.1,300,-999,-999,0,0,99999999,1,['nx'],['nx'],['nx'],1,300,234,66,115.486,12.9179,24.0162,103.7865,66.4514,35.5218,149987.54,999.49,-999,-999,-999,-999,999.93,2882.35,-999,4743.47,-999,-999,-999,-999,68.9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0.5,-999,-999,-999
